,sentence,label
8530,Bei der Nutzung der Kontaktformulare auf bahn.de/bahn.com für den Kundendialog DB Fernverkehr oder DB Regio werden die eingegebenen Daten an die Kundendialoge der entsprechenden Transporteure weitergegeben.,None
8531,Auf bahn.de/bahn.com werden lediglich die Formulare hierfür bereitgestellt.,None
8532,"Die Partnerangebote, die Sie auf bahn.de/bahn.com finden, buchen Sie direkt bei diesen Partnern.",None
8533,"Weitere Informationen dazu finden Sie unter dem Punkt ""Werden Inhalte von Dritten eingebunden?"".",None
8534,Wie lange werden Ihre Daten gespeichert?,None
8535,"Wir speichern Ihre Daten nur so lange, wie sie für die Erfüllung des Zwecks, zu dem sie erhoben wurden (bspw. im Rahmen eines Vertragsverhältnisses) erforderlich sind oder sofern dies gesetzlich vorgesehen ist.",None
8536,So speichern wir im Rahmen eines Vertragsverhältnisses Ihre Daten mindestens bis zur vollständigen Beendigung des Vertrages.,None
8537,Anschließend werden die Daten für die Dauer der gesetzlichen Aufbewahrungsfristen aufbewahrt.,None
8538,"

Werden Cookies eingesetzt?",None
8539,"Wir setzen für Funktionssicherung, Mess- und Analysezwecken auf unserer Website Cookies ein.",None
8540,"Cookies sind kleine Textdateien, in denen Daten auf Ihrem Endgerät gespeichert werden können.",None
8541,"Wir unterscheiden zwischen Cookies, die für die technischen Funktionen der Website erforderlich sind, und solchen Cookies, die für die technische Funktion der Website nicht zwingend erforderlich sind, wie z.B. Reichweitenmessung.",None
8542,Einige dieser Cookies werden nach Ende der Browser-Sitzung automatisch wieder gelöscht bzw. ungültig (sog. Sitzungs- bzw. Session-Cookies).,None
8543,"Die Nutzung von bahn.de/bahn.com ist generell ohne Cookies, die nicht technischen Zwecken dienen, möglich.",None
8544,"Sie können also in Ihrem Browser die Nachverfolgbarkeit durch Cookies verhindern (Do-not-track, Tracking-Protection-List) bzw. das Speichern von Drittanbietercookies untersagen.",None
8545,"Außerdem empfehlen wir eine regelmäßige Kontrolle der gespeicherten Cookies vorzunehmen, sofern diese nicht ausdrücklich gewünscht sind.",None
8546,"

Sie können Ihre Cookie-Einstellungen mit dem nachfolgenden Button ""Cookie-Einstellungen verwalten"" jederzeit erneut aufrufen und Änderungen vornehmen.",None
8547,"

Cookie-Einstellungen
",None
8548,"Cookies und ähnliche Technologien, die für die Nutzung bestimmter Funktionen der Seite erforderlich sind
",None
8549,Die im Folgenden aufgeführten und von uns eingesetzten Tracking-Maßnahmen werden auf Grundlage des Art. 6 Abs. 1 lit.,None
8550,DSGVO durchgeführt und dienen der bedarfsgerechten Gestaltung und fortlaufenden Optimierung unserer Webseite.,None
8551,"Um die Wirksamkeit unserer Maßnahmen zur Verbesserung der Funktionalitäten und Ihres Nutzungserlebnisses messen zu können, erheben wir kontinuierlich erforderliche Kennzahlen über die Nutzung von bahn.de/bahn.com.",None
8552,"Sofern Ihre IP-Adresse verarbeitet werden muss, wird sie anonymisiert.",None
8553,Alle Dienstleister haben wir vertraglich zum datenschutzkonformen Umgang mit Ihren Daten verpflichtet.,None
8554,"

Einsatz von Tealium",None
8555,Für Zwecke der dynamischen Anpassbarkeit dieser Webseite und für die Verwaltung der dynamischen Inhalte setzen wir den Tag Management,None
8556,Dienst Tealium,None
8557,Dies umfasst auch die Verarbeitung der von Ihnen gewählten Cookie-Einstellungen.,None
8558,Die hierfür eingesetzten Cookies werden auf Ihrem Endgerät für 12 Monate gespeichert.,None
8559,"

Einsatz von Adobe Analytics
",None
8560,"Um unsere Website zu steuern und die Performance optimieren zu können, nutzen wir den Webanalysedienst  der Adobe Systems Software Ireland Limited (Adobe Systems Software Ireland Limited, 4-6 Riverwalk, Citywest Business Campus, Dublin 24, Republic of Ireland).",None
8561,Die verwendeten Cookies haben eine Laufzeit von 24 Monaten.,None
8562,Die mittels des Cookies verarbeiteten Informationen sind nicht personenbezogen oder auf eine Person zurückzuführen und werden an einen Server von Adobe in den USA übertragen und dort für uns gespeichert.,None
8563,Mithilfe dieser Informationen messen und bewerten wir die Nutzung der Website und erstellen Statistiken.,None
8564,"Auf diese Weise können wir sehen, welche Rubriken und Texte auf unseren Seiten wie oft gelesen und genutzt werden und ob die Gestaltung unserer Seite einen Einfluss auf den Umfang der Nutzung hat.",None
8565,Über die gewonnenen Statistiken können wir unser Angebot verbessern und für Sie als Nutzer interessanter ausgestalten.,None
8566,"

Einsatz von Optimizely
",None
8567,"Um Ihnen unsere Website mit leicht variierten Inhalten anzeigen zu können, führen wir ein sog. A/B-Testing mithilfe des Webanalysedienstes 'Optimizely' durch.",None
8568,"
Hierfür werden Cookies auf Ihrem Endgerät mit einer Laufzeit von 24 Monaten gespeichert.",None
8569,Die anonymisierten Daten werden in der Regel auf einem Server von Optimizely in den USA verarbeitet.,None
8570,"

Einsatz von Qualtrics",None
8571,Zur kontinuierlichen Verbesserung unserer Angebote und Services laden wir Nutzer unserer Website zu Umfragen ein.,None
8572,"Dazu verwenden wir die Technologien von Qualtrics LLC (333 W. River Park Drive, Provo UT 84604, USA).",None
8573,Die Daten werden anonym erhoben.,None
8574,"Die von Qualtrics gesetzten Cookies haben den Zweck, Nutzer innerhalb eines bestimmten Zeitraums von Mehrfachteilnahmen auszuschließen.",None
8575,Die Cookies haben eine Laufzeit von 12 Monaten.,None
8576,Die Teilnahme an den Umfragen ist freiwillig.,None
8577,"

Einsatz von m-pathy
",None
8578,"Auf dieser Website werden durch Technologien der Verint Systems GmbH mit dem Produkt m-pathy (Ziegelteich 29, 24103 Kiel) Sitzungs- und Interaktionsdaten der Website-Besucher gesammelt und gespeichert.",None
8579,"Diese Informationen werden verwendet, um den Inhalt und die Benutzerfreundlichkeit der Seiten zu verbessern.",None
8580,"Zu diesem Zweck werden auch Cookies eingesetzt, welche eine Laufzeit von 24 Monaten haben.",None
8581,"

Einsatz von CrossEngage",None
8582,"Wenn Sie Inhaber eines bahn.de/bahn.com-Kundenkontos sind, können Ihnen im eingeloggten Zustand persönliche Angebote und Aktionen angezeigt werden.",None
8583,"Um diese Inhalte gestalten zu können, wird beim Nutzen von bahn.de/bahn.com ein Cookie mit einer Laufzeit von 12 Monaten in Ihrem Browser gesetzt.",None
8584,"Die über das Cookie ermittelten Daten werden pseudonymisiert auf Servern unseres Dienstleisters CrossEngage GmbH (Gontardstr. 11, 10178 Berlin) verarbeitet.",None
8585,"

Einsatz von hCaptcha
",None
8586,"Um unsere Webseite vor der Überlastung durch automatisierte Dateneingaben mittels Bots zu schützen, setzen wir die hcaptcha-Technologie des Anbieters Intuition Machines Inc. (350 Alabama St, San Francisco, CA 94110, USA) ein.",None
8587,"Mittels maschineller Lernmethoden wird überwiegend automatisch bewertet, ob ein menschlicher Besucher unsere Webseite benutzt.",None
8588,Bei Bedarf wird auf Formularseiten eine interaktive Aufgabe zur Validierung der Eingabe eingeblendet.,None
8589,"Falls Sie sich für den Barrierefrei-Dienst des Anbieters registriert haben, wird das dabei verwendete Cookie ausgewertet.",None
8590,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8591,"

Einsatz von JSC-Tools
",None
8592,Für Zwecke der Betrugsprävention verwenden wir die Technologie JSC-Tools der Risk.,None
8593,"Dies dient Ihrem und unserem Schutz, um der missbräuchlichen Verwendung Ihres Zahlungsmittels zur Zahlung bei bahn.de/bahn.com vorbeugen zu können.",None
8594,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8595,Hierbei kann ein Cookie mit einer Laufzeit von 24 Monaten verarbeitet werden.,None
8596,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8597,"Mit den Technologien von Easy Marketing GmbH (Asselner Hellweg 124, 44319 Dortmund) stellen wir die Vergütung von Partnern nach Buchung auf einer Partnerseite durch DB-Affiliate-Werbemittel sicher.",None
8598,"Hierfür werden Cookies ausgewertet, in die Sie zuvor auf diesen Partnerseiten eingewilligt haben.",None
8599,"

 
Cookies, die nicht zwingend für die Nutzung der Seite erforderlich sind:",None
8600,"Die nachfolgenden Cookies sind nicht zwingend für die Nutzung der Seite erforderlich und werden nur dann verarbeitet, wenn Sie zuvor eingewilligt haben.",None
8601,"

Einsatz von Exactag
",None
8602,"Wir nutzen den Analysedienst der Exactag GmbH (Wanheimer Straße 68, 40468 Düsseldorf) auf unserer Website.",None
8603,"Über Cookies werden Daten darüber gespeichert, wie Sie bahn.de nutzen.",None
8604,Das von Exactag gesetzte Cookie hat eine Laufzeit von 12 Monaten.,None
8605,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8606,"

Einsatz von AdForm
",None
8607,"Zur Schaltung interessenbezogener Werbung werden Cookies der AdForm A/S
(Wildersgade 10B, 1, 1408 Copenhagen K, Denmark) gesetzt.",None
8608,"Dafür werden in pseudonymen Nutzungsprofilen beispielsweise Informationen zu Betriebssystem, Browserversion, anonymisierte IP-Adressen, geographische Lage sowie Anzahl der Klicks oder Views gespeichert.",None
8609,Das von AdForm gesetzte Cookie hat eine Laufzeit von 12 Monaten.,None
8610,Diese Daten werden zu folgenden Zwecken genutzt:,None
8611,"

Erfassung der Anzahl der Besucher auf bahn.de.",None
8612,"
Erfassen der Reihenfolge, in der ein Besucher die verschiedenen Seiten von bahn.de besucht.",None
8613,"Optimierung der Website
",None
8614,"Adform verwendet diese Information, um gezieltere, nutzungsbasierte Online-Werbung auszusteuern.",None
8615,"Um die Werbeflächen von anderen Webseiten nutzen zu können, werden die Cookies mit folgenden Plattformen synchronisiert: Google, Doubleclick, Appnexus, DataXu, Mediamath, TURN, TheTradeDesk, Active Agent, TheAdex.",Right to Information
8616,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8617,Welche Rechte haben Nutzerinnen und Nutzer von bahn.de/bahn.com?,Right to Deletion
8618,"Sie können Auskunft darüber verlangen, welche Daten über Sie gespeichert sind.",Right to Deletion
8619,"Sie können Berichtigung, Löschung und Einschränkung der Bearbeitung (Sperrung) ihrer personenbezogenen Daten verlangen, solange dies gesetzlich zulässig und im Rahmen eines bestehenden Vertragsverhältnisses möglich ist.",Right to Complain
8620,"Sie haben das Recht, Beschwerde bei einer Aufsichtsbehörde einzulegen.",None
8621,"Die für die DB Vertrieb GmbH zuständige Aufsichtsbehörde ist: Der Hessische Datenschutzbeauftragte, Gustav-Stresemann-Ring 1, 65189 Wiesbaden, E-Mail: poststelle@datenschutz.hessen.de
",Right to Data Portability
8622,"Die für die DB Vertrieb GmbH zuständige Aufsichtsbehörde ist: Der Hessische Datenschutzbeauftragte, Gustav-Stresemann-Ring 1, 65189 Wiesbaden, E-Mail: poststelle@datenschutz.hessen.de
",Right to Withdraw Consent
8623,"Sie haben das Recht auf Übertragbarkeit derjenigen Daten, die Sie uns auf der Basis einer Einwilligung oder eines Vertrages bereitgestellt haben (Datenübertragbarkeit).",Right to Withdraw Consent
8624,"Wenn Sie uns eine Einwilligung zur Datenverarbeitung erteilt haben, können Sie diese jederzeit auf demselben Wege widerrufen, auf dem Sie sie erteilt haben.",None
8625,Durch den Widerruf der Einwilligung wird die Rechtmäßigkeit der aufgrund der Einwilligung bis zum Widerruf erfolgten Verarbeitung nicht berührt.,None
8626,"Sie können der Datenverarbeitung aus Gründen, die sich aus Ihrer besonderen Situation ergeben, widersprechen, wenn die Datenverarbeitung aufgrund unserer berechtigten Interessen erfolgt.",None
8627,Sie können der werblichen Ansprache jederzeit mit Wirkung für die Zukunft widersprechen (Werbewiderspruch).,None
8628,"Für die Ausübung Ihrer Rechte reicht ein Schreiben auf dem Postweg an

DB Vertrieb GmbH
Europa-Allee 78 – 84
60486 Frankfurt am Main

oder per E-Mail an ecommerce-datenschutz@bahn.de.",None
8629,"

Werden Inhalte von Dritten eingebunden?",None
8630,Wir binden Inhalte von Dritten ein um Ihnen Angebote entlang der kompletten Mobilitätskette anbieten zu können (Partnerangebote).,None
8631,Hierbei geben Sie Ihre Daten direkt bei den entsprechenden Drittseiten ein.,None
8632,"Diese sind in bahn.de/bahn.com integriert und wurden dahingehend angepasst, dass sie optisch ein einheitliches Bild abgeben.",None
8633,Inhalte von Dritten sind immer mit einem eigenen Impressum und eigenen Datenschutzhinweisen versehen.,None
8634,Im Einzelnen binden wir Inhalte folgender Partner ein:,None
8635,"

AMEROPA: für Bahn- und Städtereisen
FlyLoco: für Flug-Städtereisen
Weg.de: für Flug-Pauschal- und LastMinute-Reisen
",None
8636,"HRS: als Hotelanbieter
Eventim: für Musical- und Event-Tickets
ERGO: als Reiseversicherungsanbieter
BerlinLinienBus: als Fernbusanbieter
Avis: als Mietwagenanbieter
Europcar: als Mietwagenanbieter
Sixt: als Mietwagenanbieter
Ypsilon.",None
8637,"Net: für den Mietwagen Preisvergleich
Auto Europe: als Mietwagen-Broker im Mietwagenpreisvergleich von Ypsilon.",None
8638,Was passiert bei Links zu externen Seiten?,None
8639,"Wenn Sie einen Link auf eine externe Seite anklicken, bewegen Sie sich außerhalb der Seiten von bahn.de/bahn.com.",None
8640,"Die DB Vertrieb GmbH ist somit nicht verantwortlich für den Inhalt, die Dienste oder Produkte, die auf der verlinkten Website angeboten werden und auch nicht für den Datenschutz und die technische Sicherheit auf der verlinkten Website.",None
8641,Wie aktuell sind diese Datenschutzhinweise?,None
8642,Wir passen den Datenschutzhinweis an veränderte Funktionalitäten oder geänderte Rechtslagen an.,None
8643,"Daher empfehlen wir, den Datenschutzhinweis in regelmäßigen Abständen zu Kenntnis zu nehmen.",None
8644,"Sofern Ihre Einwilligung erforderlich ist oder Bestandteile des Datenschutzhinweises Regelungen des Vertragsverhältnisses mit Ihnen enthalten, erfolgen die Änderungen nur mit Ihrer Zustimmung.",None
8645,"

Aktueller Stand: Juni 2021",None
8646,Datenschutz hat in der ARD einen sehr hohen Stellenwert.,None
8647,Daher nehmen wir den Schutz Ihrer Daten sehr ernst.,None
8648,"Wir möchten, dass Sie bei der Nutzung unserer Angebote von ARD Online (ARD.de, ARD Mediathek und ARD Audiothek) immer sicher sind und genau wissen, welche Daten gespeichert und verwendet werden.",None
8649,Wir beachten den Grundsatz der Datenvermeidung und der Datensparsamkeit.,None
8650,Grundlage sind insbesondere der Medienstaatsvertrag (MStV) der Bundesländer und die Datenschutz-Grundverordnung (DSGVO) der Europäischen Union.,None
8651,"Hier erfahren Sie, welche Daten wir erheben und wie wir sie verwenden.",None
8652,"

Datenerhebung und Datenprotokollierung",None
8653,Jeder Zugriff auf unsere Angebote und jeder Abruf von Dateien wird für statistische Zwecke protokolliert.,None
8654,"Außerdem hilft es, die Stabilität und Sicherheit des Systems zu gewährleisten und es erleichtert den Schutz gegen mögliche Angriffe von außen.",None
8655,"In Protokolldateien (Logfiles) werden Ihre IP-Adresse, Gerätekennung und Domain, der Name der abgerufenen Datei, Datum und Uhrzeit des Abrufs, die übertragene Datenmenge sowie der erfolgreiche Abruf festgehalten.",None
8656,"Diese Daten haben keinen direkten Personenbezug, sie dienen ausschließlich internen Zwecken und werden nicht an Dritte weitergegeben.",None
8657,Die technische Administration der Webseiten und anonyme statistische Erhebungen ermöglichen eine Auswertung der Zugriffe auf unsere Internet-Angebote und werden zu ihrer Optimierung herangezogen.,None
8658,"Bei ARD Online werden aus technischen Gründen sogenannte Cookies eingesetzt, um Ihnen einen komfortableren Zugriff auf unsere Angebote zu ermöglichen.",None
8659,"Cookies sind kleine Dateien, die vorübergehend auf Ihrer Festplatte abgelegt werden.",None
8660,"Wir setzen sie zum Beispiel ein, damit Sie in Formularen Ihre persönlichen Daten nicht immer wieder neu eingeben müssen.",None
8661,"Wenn Sie nicht möchten, dass wir Ihren Computer wiedererkennen, können Sie in Ihrem Browser das Speichern von Cookies deaktivieren.",None
